run,cell,objective_version,split_sha256,input_sha256,n_val,n_epochs,cfg_features,cfg_splits,cfg_csv,cfg_fold,cfg_seed,cfg_freeze_epochs,cfg_unfrozen_epochs,cfg_n_layers,cfg_hidden_dim,cfg_embed_dim,cfg_cls_n_layers,cfg_cls_hidden_dim,cfg_reg_n_layers,cfg_reg_hidden_dim,cfg_head_norm,cfg_dropout,cfg_head_lr,cfg_head_lr_unfrozen,cfg_trunk_lr,cfg_lr_schedule,cfg_eta_min,cfg_weight_decay,cfg_trunk_weight_decay,cfg_batch_size,cfg_num_workers,cfg_weights,cfg_pprop_norm,cfg_w_cls,cfg_w_pair,cfg_w_std,cfg_huber_delta,cfg_w_vic,cfg_vic_gamma,cfg_w_cov,cfg_subset,cfg_out,cfg_outputs_root,cfg_sweep_id,cfg_wandb_project,cfg_wandb_entity,cfg_wandb_group,cfg_wandb_tags,cfg_no_wandb,cfg_assert_schedule,cfg_save_checkpoint,cfg_epochs,val/n,val/n_positive,val/pearson_balanced,val/spearman_balanced,val/mae_balanced,val/mae_ref_balanced,val/mae_skill_balanced,val/r2_balanced,val/ap_balanced,val/base_rate_balanced,val/pearson_uniform,val/spearman_uniform,val/mae_uniform,val/mae_ref_uniform,val/mae_skill_uniform,val/r2_uniform,val/ap_uniform,val/base_rate_uniform,val/ap_star,val/pearson_star,val/mae_skill_star,val/goal_term_cls,val/goal_term_reg,val/goal_metric,val/group_edge,val/n_group_lt,val/n_group_ge,val/pearson_group_lt,val/spearman_group_lt,val/mae_group_lt,val/pearson_group_ge,val/spearman_group_ge,val/mae_group_ge,val/ef_p3.5_top0.001,val/ef_p3.5_top0.01,val/ef_p4.0_top0.001,val/ef_p4.0_top0.01,val/ef_p5.0_top0.001,val/ef_p5.0_top0.01,val/emb_effective_rank,val/emb_top1_share,val/emb_min_std,val/emb_dim,val/cls,val/huber,val/pair,val/std,val/loss,val/pair_eval_k,val/vic,val/pred_std,val/mse,emb_effective_rank,emb_top1_share,emb_min_std,emb_dim,emb_trace,emb_std_p5,emb_std_p25,emb_std_p50,emb_std_p75,emb_std_p95,emb_std_max,n_dims_below_0.1,n_dims_below_0.5,n_dims_below_gamma,tanimoto_spearman,pred_tanimoto_spearman,scalarness,tanimoto_partial,knn20_jaccard,n_readout,cfg_bottleneck_norm
outputs/rank_v1/G_w3_drop/fold0_seed0,G_w3_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/G_w3_drop/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8489804050028621,0.9094121904518585,0.6279355411070383,1.6574867154945245,0.6211519916045368,0.6581585874097144,0.9337860517379799,0.499999988248474,0.871671633489556,0.8804678518128021,0.34207846638074524,0.7239266817401713,0.5274680779019516,0.731028677721598,0.3039693548363799,0.009698926028719681,0.3039693548363799,0.860326019246209,0.5743100347532442,0.3039693548363799,0.7173180269997266,1.0212873818361063,3.5,65653,643,0.8713293772716149,0.8785925297060575,0.33642376392098616,0.44402586206801903,0.33553683957168157,0.9194473319959234,81.23361138602196,34.36806635562468,231.03151515151515,54.49671191553544,652.9151515151516,79.995173453997,10.048765573491375,0.29558566309700507,0.07386224121198642,32,0.4362809956073761,0.3986639976501465,0.5069857835769653,0.14918972551822662,5.22996101257056,4096,0.2417428344488144,0.769479513168335,0.2009488119393295,10.048765573491375,0.29558566309700507,0.07386224121198642,32,3.5325822830200195,0.07697124034166336,0.09702405333518982,0.3024444580078125,0.442135751247406,0.4795684814453125,0.49727123975753784,9,32,32,0.2222253022494059,0.07266977785316138,0.628498205853965,0.22698633657788536,0.036636993764266754,5000,
outputs/rank_v1/G_w3_drop/fold0_seed1,G_w3_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/G_w3_drop/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8491097247203807,0.9094438343189816,0.6140815569928623,1.6574867154945245,0.6295104200520569,0.6750587943502615,0.9315876342770195,0.499999988248474,0.8708464511065684,0.8797500115272404,0.3511571075532129,0.7239266817401713,0.5149272482827912,0.7187515069174437,0.31131109759149594,0.009698926028719681,0.31131109759149594,0.8599780879134746,0.5722188341674241,0.31131109759149594,0.7160984610404494,1.0274095586319454,3.5,65653,643,0.8702386446658115,0.8778513572596605,0.34595604848409334,0.4324682442074956,0.34160767618532945,0.8822070781051675,89.04453555775484,34.36806635562468,241.07636363636362,54.49671191553544,652.9151515151516,79.995173453997,6.833613631849373,0.37291143268481913,0.07493417371040904,32,0.43140238523483276,0.3822571933269501,0.5136299133300781,0.12605386972427368,5.358822347050905,4096,0.28040561079978943,0.7826653718948364,0.21012110163241968,6.833613631849373,0.37291143268481913,0.07493417371040904,32,2.7322611808776855,0.07678575813770294,0.09234046190977097,0.27464669942855835,0.3957511782646179,0.47644108533859253,0.4796254634857178,10,32,32,0.1661024579485488,0.07172746928790256,0.7293770893238435,0.1663267205850184,0.032746688972567745,5000,
outputs/rank_v1/G_w3_drop/fold0_seed2,G_w3_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/G_w3_drop/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8506602536291216,0.9121057204213017,0.6186249684079775,1.6574867154945245,0.6267692750566596,0.671421319415912,0.9346239590817842,0.499999988248474,0.8719273481732507,0.8807475219388511,0.3455150524125038,0.7239266817401713,0.5227209313767017,0.7257452591752003,0.3078491835704929,0.009698926028719681,0.3078491835704929,0.8612938009011861,0.5747451032166806,0.3078491835704929,0.7180194520589334,1.0258686356294262,3.5,65653,643,0.8713869404519288,0.8788147799264183,0.3401125087978568,0.4352554495694612,0.3437455954261185,0.8971374411098838,90.60672039210142,33.746019905749115,246.09878787878787,51.996862745098035,652.9151515151516,79.995173453997,11.887993409965361,0.2632072135249318,0.07769875974292165,32,0.429540753364563,0.3878002464771271,0.5067209005355835,0.13505052030086517,5.143662272323668,4096,0.22197993099689484,0.7780864834785461,0.20489606055633236,11.887993409965361,0.2632072135249318,0.07769875974292165,32,3.900723934173584,0.07989385724067688,0.09632955491542816,0.3420366048812866,0.45592859387397766,0.5003402233123779,0.5110865831375122,9,30,30,0.17945955723268198,0.07279071411264257,0.6054550650676113,0.17011124449795662,0.04141070830893096,5000,
outputs/rank_v1/H_drop/fold0_seed0,H_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,0.0,0.5,1.0,,outputs/rank_v1/H_drop/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8533996121236496,0.9108243174913697,0.6127481437252246,1.6574867154945245,0.6303148990594436,0.6720809544259463,0.9349353935994112,0.499999988248474,0.871945415192251,0.8803529738429929,0.3367960954627345,0.7239266817401713,0.5347649092679583,0.7344280957239391,0.3128412324088977,0.009698926028719681,0.3128412324088977,0.8626725136579503,0.5825399041637009,0.3128412324088977,0.7226062089108256,1.0354474413197234,3.5,65653,643,0.8712735666426578,0.8784046595660961,0.3313373300024794,0.44841016617894763,0.3484809490961609,0.894158970675996,84.35798105471513,34.52357796809356,241.07636363636362,55.99662141779789,652.9151515151516,74.99547511312218,1.9052233757513777,0.7602984346272883,0.05451115369497386,32,0.46756285429000854,0.38386133313179016,0.5069530606269836,0.12663565576076508,4.485662681283056,4096,0.45914411544799805,0.7864706516265869,0.19840910248975271,1.9052233757513777,0.7602984346272883,0.05451115369497386,32,3.388972520828247,0.06554270535707474,0.15534614026546478,0.17753897607326508,0.2307203859090805,0.7488418221473694,0.8646479249000549,3,28,28,0.06734199674435695,0.07358049170750147,0.9825960547293706,-0.026690527055373493,0.010133785400813264,5000,
outputs/rank_v1/H_drop/fold0_seed1,H_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,0.0,0.5,1.0,,outputs/rank_v1/H_drop/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8507928817356349,0.9086773935561018,0.6073396710111504,1.6574867154945245,0.6335779555072056,0.675930015425438,0.9333477898065481,0.499999988248474,0.8713900029564541,0.8799077177544528,0.3419233791871126,0.7239266817401713,0.5276823084277003,0.7275154270539823,0.32124832827978733,0.009698926028719681,0.32124832827978733,0.8610914423460445,0.580630131967453,0.32124832827978733,0.7208607871567487,1.042109115436536,3.5,65653,643,0.8707587699976235,0.8780171342521237,0.33667302755710804,0.4314071828544339,0.33220652806974593,0.8780063271881777,87.48235072340827,35.767670867844686,236.0539393939394,54.99668174962292,652.9151515151516,79.995173453997,2.021167485131066,0.6913615008723207,0.05353758878720295,32,0.4597613215446472,0.3801930248737335,0.5119801759719849,0.11579806357622147,4.507607022153586,4096,0.3911142349243164,0.7934437990188599,0.2035735659157838,2.021167485131066,0.6913615008723207,0.05353758878720295,32,3.0237855911254883,0.05739413574337959,0.15663325786590576,0.2020556777715683,0.29247263073921204,0.5387056469917297,0.9001439809799194,4,30,30,0.07511696278659262,0.07470249756339896,0.9720162685216779,0.010663156325834533,0.010306637333881916,5000,
outputs/rank_v1/H_drop/fold0_seed2,H_drop,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.2,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,0.0,0.5,1.0,,outputs/rank_v1/H_drop/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.850372240495471,0.9104725759966442,0.6218601607177638,1.6574867154945245,0.6248174088488987,0.6610529626742812,0.9317904941579499,0.499999988248474,0.8720001540758014,0.8804016850818556,0.3310111005707119,0.7239266817401713,0.5427560429530942,0.7393686327534881,0.3104989823393792,0.009698926028719681,0.3104989823393792,0.8611861972856363,0.5837867259009965,0.3104989823393792,0.7224864615933164,1.0329854439326955,3.5,65653,643,0.8715713629494413,0.8784937049747976,0.32525764878923363,0.44135312032876334,0.35827340734620383,0.9184626865884232,87.48235072340827,36.85625215512692,236.0539393939394,54.99668174962292,652.9151515151516,79.995173453997,2.076445054520588,0.7310689868919626,0.06754549016196408,32,0.5318611860275269,0.39649829268455505,0.5076763033866882,0.12795312702655792,4.533163090614974,4096,0.49417901039123535,0.7863284945487976,0.19471802108367436,2.076445054520588,0.7310689868919626,0.06754549016196408,32,3.9853482246398926,0.11501310765743256,0.1590699851512909,0.1975133717060089,0.31868883967399597,0.7309117913246155,0.75519859790802,2,26,26,0.0695938158693059,0.07335912881235909,0.9223218242993496,0.005002528790254369,0.012058397424032098,5000,
outputs/rank_v2/I_w3_cov4/fold0_seed0,I_w3_cov4,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,4.0,,outputs/rank_v2/I_w3_cov4/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8437052440416184,0.905057258013528,0.6457773740360749,1.6574867154945245,0.6103876019040055,0.6245460521276431,0.9296658373598525,0.499999988248474,0.869469392323782,0.8786205575326508,0.3152964703643324,0.7239266817401713,0.5644635315741859,0.7510328886951978,0.29245643169345975,0.009698926028719681,0.29245643169345975,0.8565873181827002,0.5874255667390957,0.29245643169345975,0.722006442460898,1.0144628741543578,3.5,65653,643,0.8691593413219815,0.876787994561136,0.30875903839527824,0.44970629171113397,0.328300017021568,0.9827957255187909,81.23361138602196,33.43499668081134,231.03151515151515,53.99674208144796,652.9151515151516,79.995173453997,26.346344746200216,0.06488410466440594,0.05862844428893536,32,0.5326984524726868,0.4279206097126007,0.5096257925033569,0.11877945065498352,4.83397392564714,4096,0.08722734451293945,0.7877368927001953,0.18600364085239918,26.346344746200216,0.06488410466440594,0.05862844428893536,32,7.357154846191406,0.16951043903827667,0.4934701919555664,0.5069265365600586,0.5134114027023315,0.5395104885101318,0.543796718120575,2,11,11,0.21910591309877378,0.07215158613626917,0.2459989535105203,0.20774054588960597,0.08148268000580412,5000,
outputs/rank_v2/I_w3_cov4/fold0_seed1,I_w3_cov4,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,4.0,,outputs/rank_v2/I_w3_cov4/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8477636768009412,0.9048783031367945,0.6145544783367913,1.6574867154945245,0.6292250956874583,0.6606068640635646,0.933490402002168,0.499999988248474,0.8692532588558114,0.8789672536331568,0.32465643316516496,0.7239266817401713,0.5515340968166038,0.7416880013161573,0.3081868223765931,0.009698926028719681,0.3081868223765931,0.8585084678283763,0.5903795962520311,0.3081868223765931,0.7244440320402037,1.0326308544167968,3.5,65653,643,0.8682493283182643,0.877143490406496,0.31892179395540976,0.4494808329522532,0.3547846578961828,0.9101871766147138,79.67142655167538,35.45664764290691,220.98666666666665,58.4964705882353,652.9151515151516,79.995173453997,7.711243949844564,0.2056221135541408,0.19004782245631377,32,0.46189311146736145,0.38888412714004517,0.5143544673919678,0.09336020797491074,5.451839699385315,4096,0.31152546405792236,0.7971971035003662,0.19298521792395532,7.711243949844564,0.2056221135541408,0.19004782245631377,32,2.2109251022338867,0.19389988481998444,0.2025984525680542,0.21952548623085022,0.2457033097743988,0.46561476588249207,0.49591997265815735,0,32,32,0.17974908941014311,0.07283245129007096,0.4779039606730487,0.16500475539794454,0.024699070464380045,5000,
outputs/rank_v2/I_w3_cov4/fold0_seed2,I_w3_cov4,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,4.0,,outputs/rank_v2/I_w3_cov4/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.84798778735219,0.9075035272760035,0.6382314611028658,1.6574867154945245,0.6149402253806636,0.6372103200999493,0.932417934773218,0.499999988248474,0.8707387655090935,0.8794523930594248,0.315056814932206,0.7239266817401713,0.5647945808892221,0.7518630080817084,0.298728283491413,0.009698926028719681,0.298728283491413,0.8593632764306418,0.5898674031349429,0.298728283491413,0.7246153397827924,1.0233436232742052,3.5,65653,643,0.8702840620513929,0.8775969261244886,0.30866391222590506,0.45689352394171323,0.3577994251029358,0.9677990254715132,79.67142655167538,34.05704313068689,205.91939393939393,51.996862745098035,602.6909090909091,74.99547511312218,30.673102799453424,0.04991811189136469,0.4490670513340458,32,0.5060581564903259,0.41704872250556946,0.5094683766365051,0.11667846888303757,4.605955295083672,4096,0.01971515826880932,0.7912439703941345,0.18538345761846156,30.673102799453424,0.04991811189136469,0.4490670513340458,32,9.310171127319336,0.479781836271286,0.5217443704605103,0.5338632464408875,0.5534910559654236,0.5868343114852905,0.6619102358818054,0,2,2,0.13357696620379506,0.07337519079708997,0.20499337904523218,0.12110745331198461,0.09728913777655543,5000,
outputs/rank_v2/J_w3_cov16/fold0_seed0,J_w3_cov16,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,16.0,,outputs/rank_v2/J_w3_cov16/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8439249695691102,0.9102734082425387,0.6407207126419885,1.6574867154945245,0.6134384024605444,0.633378805431173,0.9314613717475725,0.499999988248474,0.8695440646102521,0.8781826559403703,0.3164699612090794,0.7239266817401713,0.5628425237092374,0.7503010685676057,0.3112559134394301,0.009698926028719681,0.3112559134394301,0.8567345170896812,0.5881404630848909,0.3112559134394301,0.7224374900872861,1.0336934035267162,3.5,65653,643,0.8689768397957485,0.8761902126559443,0.3100557714484726,0.45054401938727656,0.3227085567636658,0.9713856693787757,89.04453555775484,34.36806635562468,236.0539393939394,53.99674208144796,652.9151515151516,79.995173453997,14.951253957112245,0.09101402749323971,0.06497998120349009,32,0.5161725878715515,0.4202354848384857,0.5109953880310059,0.1055862158536911,5.3764655762746925,4096,0.27311477065086365,0.7901455163955688,0.18655038458681378,14.951253957112245,0.09101402749323971,0.06497998120349009,32,3.280796527862549,0.06638462841510773,0.14034190773963928,0.1720045506954193,0.49665412306785583,0.516348659992218,0.5200433135032654,4,25,25,0.2288542727191529,0.07345764427358983,0.2247587602098011,0.21791961928980966,0.07090919761021067,5000,
outputs/rank_v2/J_w3_cov16/fold0_seed1,J_w3_cov16,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,16.0,,outputs/rank_v2/J_w3_cov16/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8442285956915683,0.9058363848379503,0.6246079317764609,1.6574867154945245,0.6231596151344694,0.6504296568975823,0.9335927852688657,0.499999988248474,0.8698748967444281,0.8793619619591474,0.3229251465999686,0.7239266817401713,0.5539256187881861,0.7430552575356931,0.3057483307431923,0.009698926028719681,0.3057483307431923,0.8570517462179982,0.5885426169613277,0.3057483307431923,0.722797181589663,1.0285455123328553,3.5,65653,643,0.8693928272965966,0.8775507593224144,0.31695738670094253,0.4327549447455052,0.3296683385997125,0.9322584913134334,81.23361138602196,35.301136030438016,215.9642424242424,55.99662141779789,602.6909090909091,79.995173453997,3.1566911881443414,0.4684721424290004,0.023421942868322068,32,0.4476148784160614,0.40125176310539246,0.5111595392227173,0.09658490866422653,5.767519421005994,4096,0.42185425758361816,0.8030474781990051,0.19196373908894407,3.1566911881443414,0.4684721424290004,0.023421942868322068,32,0.48460349440574646,0.04243104159832001,0.1068790853023529,0.11148986220359802,0.11693984270095825,0.20046600699424744,0.2568398416042328,5,32,32,0.0785435832940549,0.07198844459084182,0.8426901291715423,0.03320889497975494,0.02092226971675482,5000,
outputs/rank_v2/J_w3_cov16/fold0_seed2,J_w3_cov16,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,16.0,,outputs/rank_v2/J_w3_cov16/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8449706610683003,0.9067433904530139,0.6426411274104863,1.6574867154945245,0.6122797718962416,0.6328836350112905,0.9308543667392877,0.499999988248474,0.87141886858245,0.8797743606296653,0.314750666393718,0.7239266817401713,0.5652174808129438,0.7533379487650588,0.30836980128511216,0.009698926028719681,0.30836980128511216,0.8581947648253752,0.5887486263545927,0.30836980128511216,0.7234716955899839,1.0318414968750962,3.5,65653,643,0.8710865285126861,0.877947061102934,0.30826447745395374,0.45842318246398794,0.33621631718778683,0.9770177930847627,87.48235072340827,34.212554743155785,231.03151515151515,54.49671191553544,652.9151515151516,84.9948717948718,30.35150139130779,0.04512947271456914,0.19355907741204534,32,0.50124591588974,0.4214189648628235,0.5077338218688965,0.11297818273305893,4.712415204576403,4096,0.059757787734270096,0.7881242632865906,0.18428152758558816,30.35150139130779,0.04512947271456914,0.19355907741204534,32,8.09770393371582,0.3713909387588501,0.4948602318763733,0.5069848299026489,0.5343447327613831,0.5801383256912231,0.5893646478652954,0,12,12,0.13088246678104903,0.07227974148816055,0.16904555544069136,0.12039661710930012,0.10397326687551744,5000,
outputs/rank_v2/K_wd0.1/fold0_seed0,K_wd0.1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.1,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,0.0,0.5,1.0,,outputs/rank_v2/K_wd0.1/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8471864909795062,0.9075448645471892,0.6463212394402921,1.6574867154945245,0.610059475350029,0.6281169321806542,0.9165922519817391,0.499999988248474,0.8707848581881074,0.8797459020000984,0.3138551250941322,0.7239266817401713,0.5664545415846687,0.7523968827759816,0.22047674707221265,0.009698926028719681,0.22047674707221265,0.8589856745838067,0.5882570084673489,0.22047674707221265,0.7236213415255778,0.9440980885977904,3.5,65653,643,0.8706962835268426,0.8779018607844484,0.307278422536115,0.4340395929095745,0.3396690682721105,0.9853640722815515,43.74117536170414,33.12397345587356,85.38121212121212,50.996923076923075,100.44848484848485,79.995173453997,2.8475007405137176,0.6284763961563715,0.03945410732198773,32,0.6744407415390015,0.42719241976737976,0.5127663016319275,0.1298159658908844,4.666426284012199,4096,0.3866085410118103,0.7928546071052551,0.18498459916533755,2.8475007405137176,0.6284763961563715,0.03945410732198773,32,3.254289150238037,0.06773287057876587,0.11436489969491959,0.1797221451997757,0.32803282141685486,0.6742789149284363,0.8770191073417664,5,29,29,0.08776226298005065,0.07213976910326193,0.9280927182310773,0.05588804839511442,0.013726981708405856,5000,
outputs/rank_v2/K_wd0.1/fold0_seed1,K_wd0.1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.1,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,0.0,0.5,1.0,,outputs/rank_v2/K_wd0.1/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8463935779272874,0.906227788392816,0.6237370687084284,1.6574867154945245,0.6236850269280552,0.6513631830137887,0.9305559836185959,0.499999988248474,0.8693537660856371,0.8790607206675527,0.3215803674283817,0.7239266817401713,0.555783236701031,0.7435166297182957,0.3015024018685109,0.009698926028719681,0.3015024018685109,0.8578736720064623,0.589734131814543,0.3015024018685109,0.7238039019105027,1.0253063037790136,3.5,65653,643,0.868774022193425,0.877227754099275,0.31560323272357527,0.4395684796456013,0.351228041934781,0.931870919177453,82.79579622036853,34.212554743155785,226.00909090909087,55.99662141779789,602.6909090909091,84.9948717948718,1.5305801486150017,0.8854109421277373,0.004472776958008648,32,0.4973480999469757,0.40081238746643066,0.5172214508056641,0.09679923206567764,4.569038431241363,4096,0.4383857846260071,0.8064860701560974,0.19161904735314675,1.5305801486150017,0.8854109421277373,0.004472776958008648,32,2.4416141510009766,0.006782450247555971,0.06473187357187271,0.16016629338264465,0.27415063977241516,0.5523087978363037,0.8205488324165344,14,30,30,0.07279915375457688,0.06974389609856707,0.9924408426188417,0.029191221677608695,0.011690563574619301,5000,
