run,cell,objective_version,split_sha256,input_sha256,n_val,n_epochs,cfg_features,cfg_splits,cfg_csv,cfg_fold,cfg_seed,cfg_freeze_epochs,cfg_unfrozen_epochs,cfg_n_layers,cfg_hidden_dim,cfg_embed_dim,cfg_cls_n_layers,cfg_cls_hidden_dim,cfg_reg_n_layers,cfg_reg_hidden_dim,cfg_head_norm,cfg_dropout,cfg_head_lr,cfg_head_lr_unfrozen,cfg_trunk_lr,cfg_lr_schedule,cfg_eta_min,cfg_weight_decay,cfg_trunk_weight_decay,cfg_batch_size,cfg_num_workers,cfg_weights,cfg_pprop_norm,cfg_w_cls,cfg_w_pair,cfg_w_std,cfg_huber_delta,cfg_w_vic,cfg_vic_gamma,cfg_w_cov,cfg_subset,cfg_out,cfg_outputs_root,cfg_sweep_id,cfg_wandb_project,cfg_wandb_entity,cfg_wandb_group,cfg_wandb_tags,cfg_no_wandb,cfg_assert_schedule,cfg_save_checkpoint,cfg_epochs,val/n,val/n_positive,val/pearson_balanced,val/spearman_balanced,val/mae_balanced,val/mae_ref_balanced,val/mae_skill_balanced,val/r2_balanced,val/ap_balanced,val/base_rate_balanced,val/pearson_uniform,val/spearman_uniform,val/mae_uniform,val/mae_ref_uniform,val/mae_skill_uniform,val/r2_uniform,val/ap_uniform,val/base_rate_uniform,val/ap_star,val/pearson_star,val/mae_skill_star,val/goal_term_cls,val/goal_term_reg,val/goal_metric,val/group_edge,val/n_group_lt,val/n_group_ge,val/pearson_group_lt,val/spearman_group_lt,val/mae_group_lt,val/pearson_group_ge,val/spearman_group_ge,val/mae_group_ge,val/ef_p3.5_top0.001,val/ef_p3.5_top0.01,val/ef_p4.0_top0.001,val/ef_p4.0_top0.01,val/ef_p5.0_top0.001,val/ef_p5.0_top0.01,val/emb_effective_rank,val/emb_top1_share,val/emb_min_std,val/emb_dim,val/cls,val/huber,val/pair,val/std,val/loss,val/pair_eval_k,val/vic,val/pred_std,val/mse,emb_effective_rank,emb_top1_share,emb_min_std,emb_dim,emb_trace,emb_std_p5,emb_std_p25,emb_std_p50,emb_std_p75,emb_std_p95,emb_std_max,n_dims_below_0.1,n_dims_below_0.5,n_dims_below_gamma,tanimoto_spearman,pred_tanimoto_spearman,scalarness,tanimoto_partial,knn20_jaccard,n_readout,cfg_bottleneck_norm
outputs/rank_v1/C_w1/fold0_seed2,C_w1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,1.0,0.5,1.0,,outputs/rank_v1/C_w1/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8492015371377966,0.9101568911736108,0.635043000244263,1.6574867154945245,0.6168638974250886,0.6411862358629233,0.9349186059198161,0.499999988248474,0.871396170429292,0.8798844945004903,0.3133301503092229,0.7239266817401713,0.5671797183161678,0.7534681225736456,0.2797047802290725,0.009698926028719681,0.2797047802290725,0.8602988537835443,0.5920218078706282,0.2797047802290725,0.7261603308270863,1.005865111056159,3.5,65653,643,0.8708199731892741,0.8779511741448565,0.3069661642311955,0.44954923900820754,0.34399002320072886,0.9631198516789443,73.42268721428908,33.90153151821801,180.8072727272727,50.996923076923075,602.6909090909091,84.9948717948718,21.212884116450798,0.11014047827192486,0.432792997379222,32,0.5334340929985046,0.4143916666507721,0.5097014904022217,0.11115572601556778,4.614831883188337,4096,0.06120838224887848,0.7935045957565308,0.1841842745700638,21.212884116450798,0.11014047827192486,0.432792997379222,32,8.062710762023926,0.459243506193161,0.49577510356903076,0.5055118799209595,0.5145957469940186,0.5199275016784668,0.5347269177436829,0,10,10,0.1784427723357286,0.07049244198193476,0.39990241595280934,0.16393149157774514,0.06946580865843834,5000,
outputs/rank_v2/C_w1/fold0_seed3,C_w1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,3,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,1.0,0.5,1.0,,outputs/rank_v2/C_w1/fold0_seed3,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8465172061363193,0.9084461120221266,0.6374595454757661,1.6574867154945245,0.6154059398988456,0.6335777702924965,0.9348873526231107,0.499999988248474,0.8713386762562015,0.8802883816395443,0.31409203019549625,0.7239266817401713,0.5661272914537652,0.7533418570308725,0.28643780721214696,0.009698926028719681,0.28643780721214696,0.8589279411962605,0.5907666156763054,0.28643780721214696,0.7248472784362829,1.01128508564843,3.5,65653,643,0.8709762223951566,0.8784287662189937,0.3076953122349129,0.4558107105259716,0.3405964267975922,0.9672237942175518,65.6117630425562,35.145624417969124,175.78484848484845,54.49671191553544,552.4666666666667,79.995173453997,20.315773166383874,0.11111509935194891,0.07445084520309572,32,0.5451458096504211,0.4193623661994934,0.5091798305511475,0.1183336079120636,4.636083408388496,4096,0.07054169476032257,0.7872154712677002,0.184278607715301,20.315773166383874,0.11111509935194891,0.07445084520309572,32,7.772183418273926,0.4551646113395691,0.49598777294158936,0.5040081739425659,0.5068041086196899,0.5285706520080566,0.5401381254196167,1,9,9,0.2302620728631555,0.07272008301323028,0.3982977382412444,0.2194564956140077,0.058623444416490415,5000,
outputs/rank_v2/C_w1/fold0_seed4,C_w1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,4,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,1.0,0.5,1.0,,outputs/rank_v2/C_w1/fold0_seed4,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8476040771988549,0.908095682316368,0.6343875832641895,1.6574867154945245,0.6172593256200458,0.636962738001227,0.931858400904542,0.499999988248474,0.8700506949080673,0.8793913327197573,0.3131952920696957,0.7239266817401713,0.5673660054677934,0.7515043191724147,0.24996951914074422,0.009698926028719681,0.24996951914074422,0.8588273860534611,0.5923126655439196,0.24996951914074422,0.7255700257986903,0.9755395449394346,3.5,65653,643,0.8694541631494553,0.8775190660592225,0.3068416034621558,0.4607120762963731,0.34831495036280363,0.9619335784628843,59.3630237051699,34.212554743155785,125.56060606060605,52.496832579185515,401.7939393939394,79.995173453997,23.86845795948334,0.09852972848602884,0.4641253632631118,32,0.5361688733100891,0.41664499044418335,0.5122712850570679,0.10744871944189072,4.617146226731688,4096,0.043756306171417236,0.7951056957244873,0.1856514345520909,23.86845795948334,0.09852972848602884,0.4641253632631118,32,8.51010513305664,0.48362135887145996,0.5012037754058838,0.5130475759506226,0.5221325159072876,0.5443828701972961,0.6535026431083679,0,6,6,0.20385721554486186,0.07155540597368569,0.368843398923048,0.1909264003790567,0.07176936158894082,5000,
outputs/rank_v1/D_w3/fold0_seed0,D_w3,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/D_w3/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8449816268234593,0.908494149133418,0.654376010042837,1.6574867154945245,0.6051998462940329,0.622622795880297,0.9304356765150182,0.499999988248474,0.8700050674970857,0.8790207042640603,0.3146436309021072,0.7239266817401713,0.5653653348626847,0.7515477705971252,0.2773802606420186,0.009698926028719681,0.2773802606420186,0.8574933471602726,0.5852825905783587,0.2773802606420186,0.7213879688693157,0.9987682295113343,3.5,65653,643,0.8699261944514884,0.8771467477282706,0.3079231901999615,0.4628402865732953,0.33667314660476655,1.00082884617111,76.54705688298223,32.657438618466884,185.82969696969693,50.996923076923075,652.9151515151516,74.99547511312218,30.138968432642294,0.061039736131242577,0.4949724646898324,32,0.5386672616004944,0.4341494143009186,0.5065759420394897,0.1278020441532135,4.597173705993592,4096,0.0105697987601161,0.7888996005058289,0.18561897193823793,30.138968432642294,0.061039736131242577,0.4949724646898324,32,10.028738021850586,0.526146650314331,0.5375111699104309,0.5499085187911987,0.5733605027198792,0.6221886873245239,0.6736436486244202,0,1,1,0.1573709724947152,0.0711697200668955,0.2602767265901073,0.1438034722282534,0.08832765081708585,5000,
outputs/rank_v1/D_w3/fold0_seed1,D_w3,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/D_w3/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8461645807937692,0.9062137589656313,0.6252334069695804,1.6574867154945245,0.6227822515108141,0.6486760069593387,0.932299360557257,0.499999988248474,0.8696793743844435,0.8790761263171009,0.319240827926586,0.7239266817401713,0.5590149721250826,0.7470125668969347,0.30382712172934834,0.009698926028719681,0.30382712172934834,0.8579219775891064,0.5908986118179483,0.30382712172934834,0.7244102947035274,1.0282374164328756,3.5,65653,643,0.8688950763619583,0.8772025539311953,0.3131878135275575,0.45121981194236754,0.34646959965777396,0.9372790150796511,82.79579622036853,32.96846184340466,231.03151515151515,51.996862745098035,602.6909090909091,74.99547511312218,23.329585389955113,0.08833949268288889,0.45475901507199135,32,0.47725629806518555,0.40186482667922974,0.5128411054611206,0.09597812592983246,4.657826520885528,4096,0.04335101693868637,0.7967362999916077,0.18900722830600342,23.329585389955113,0.08833949268288889,0.45475901507199135,32,8.44525146484375,0.47542935609817505,0.5018298625946045,0.5087639689445496,0.5172310471534729,0.5648607611656189,0.614478349685669,0,8,8,0.16526778040779716,0.0724507416910822,0.31701127888560127,0.15003881501356395,0.07185439825114123,5000,
outputs/rank_v1/D_w3/fold0_seed2,D_w3,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v1/D_w3/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8478164423566615,0.9069415166368381,0.6345832525597687,1.6574867154945245,0.6171412738168247,0.6383352538136876,0.932225765845775,0.499999988248474,0.8701817111223191,0.8793147895913658,0.31582895786643594,0.7239266817401713,0.5637279771105439,0.750393959229485,0.2845902124793115,0.009698926028719681,0.2845902124793115,0.8589990767394904,0.5904346254636843,0.2845902124793115,0.7247168511015873,1.009307063580899,3.5,65653,643,0.8696693717360141,0.8774698284845622,0.3095234966635358,0.45988490522357756,0.3443470051131031,0.9596430237357945,71.86050237994252,34.83460119303135,170.76242424242423,54.49671191553544,502.2424242424243,79.995173453997,29.70650827264563,0.06652613276666906,0.49240770720722044,32,0.5171289443969727,0.415141761302948,0.512885570526123,0.11597856879234314,4.615505032156408,4096,0.01356122549623251,0.7908636927604675,0.18648098585691653,29.70650827264563,0.06652613276666906,0.49240770720722044,32,9.573188781738281,0.51410973072052,0.5236148834228516,0.5361044406890869,0.553508460521698,0.613166332244873,0.6448925137519836,0,1,1,0.16272797725175553,0.07312819576641111,0.27247004419514176,0.1484182478464311,0.09268678632073302,5000,
outputs/rank_v2/D_w3/fold0_seed3,D_w3,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,3,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v2/D_w3/fold0_seed3,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8420840026798088,0.9066024990380652,0.651389243487113,1.6574867154945245,0.6070018315092403,0.6229463002595439,0.9308634311996917,0.499999988248474,0.8699879793844126,0.8791547818122983,0.3145067350500353,0.7239266817401713,0.5655544366813148,0.7511315339449687,0.2757572699469405,0.009698926028719681,0.2757572699469405,0.8560359910321107,0.5862781340952775,0.2757572699469405,0.721157062563694,0.9969143325106345,3.5,65653,643,0.8698930031102812,0.8773465490167414,0.3078426692719433,0.45041535730359594,0.3436792185022839,0.9949358338510688,70.29831754559592,33.90153151821801,145.650303030303,53.49677224736048,452.0181818181818,74.99547511312218,30.06734210372115,0.06261691562802371,0.5015117493464213,32,0.5365795493125916,0.4309278726577759,0.5092169046401978,0.11778310686349869,4.607571164693684,4096,0.011468827724456787,0.7901332974433899,0.1859299428626767,30.06734210372115,0.06261691562802371,0.5015117493464213,32,9.727002143859863,0.504124641418457,0.5308097004890442,0.5487298965454102,0.5724148750305176,0.59562748670578,0.633084774017334,0,0,0,0.15545221259656708,0.07323793557684287,0.2572616999197205,0.1413691314365983,0.0932155353712406,5000,
outputs/rank_v2/D_w3/fold0_seed4,D_w3,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,4,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,0.5,1.0,,outputs/rank_v2/D_w3/fold0_seed4,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8459536923295357,0.9082517036501997,0.6387111421043726,1.6574867154945245,0.6146508227585956,0.6353283240338072,0.9350578974351985,0.499999988248474,0.869784063437989,0.8792315405307801,0.3147332469337277,0.7239266817401713,0.5652415432773199,0.7509580134703027,0.28069527773437153,0.009698926028719681,0.28069527773437153,0.8578688778837623,0.5899461830179578,0.28069527773437153,0.72390753045086,1.0046028081852314,3.5,65653,643,0.8691898344659116,0.8773392962873058,0.3083244546990658,0.44682499751125454,0.3425126683281114,0.969097845039871,71.86050237994252,34.212554743155785,180.8072727272727,54.99668174962292,602.6909090909091,79.995173453997,29.949907402222387,0.06202023509651617,0.4710939620429097,32,0.5140618681907654,0.41808101534843445,0.5105052590370178,0.10803291946649551,4.581596640803665,4096,0.009765293449163437,0.792233407497406,0.18605958022674926,29.949907402222387,0.06202023509651617,0.4710939620429097,32,10.003981590270996,0.5136109590530396,0.5298380851745605,0.5519174337387085,0.5720293521881104,0.6379754543304443,0.6801465749740601,0,1,1,0.12695498215341647,0.07166508135882041,0.24983692050870693,0.11262187172836174,0.090340801612943,5000,
outputs/rank_v1/E_w10/fold0_seed0,E_w10,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,10.0,0.5,1.0,,outputs/rank_v1/E_w10/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8470475770302797,0.9068918621829801,0.6486030120223477,1.6574867154945245,0.6086828292745431,0.6322598449774482,0.931302585706618,0.499999988248474,0.8689891969985021,0.877446399564994,0.3187827804591305,0.7239266817401713,0.5596476984480776,0.7475339448150442,0.2749596215101333,0.009698926028719681,0.2749596215101333,0.8580183870143909,0.5841652638613104,0.2749596215101333,0.7210918254378507,0.996051446947984,3.5,65653,643,0.868713804668202,0.8755321957317891,0.31225841762331624,0.4468503908014048,0.3403788567378282,0.9849476222316282,68.73613271124935,31.72436894365355,160.71757575757576,49.99698340874811,502.2424242424243,74.99547511312218,30.697204479654467,0.04896469113598298,0.5079138709930279,32,0.531111478805542,0.42393162846565247,0.5139321088790894,0.12941330671310425,4.661747320687771,4096,0.005349600687623024,0.7908308506011963,0.1886177062100119,30.697204479654467,0.04896469113598298,0.5079138709930279,32,9.701930046081543,0.5183671712875366,0.5274814367294312,0.5451959371566772,0.5646628737449646,0.5972762703895569,0.6294755935668945,0,0,0,0.14375562149976873,0.07087596709724205,0.25088861670571416,0.13013592042681887,0.09371038466053476,5000,
outputs/rank_v1/E_w10/fold0_seed1,E_w10,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,10.0,0.5,1.0,,outputs/rank_v1/E_w10/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8483262562638008,0.9090028124128544,0.6199943413093977,1.6574867154945245,0.6259431007720522,0.6553051707566248,0.9319276284736857,0.499999988248474,0.8701544768892557,0.8789851592806328,0.3226283909720618,0.7239266817401713,0.5543355437645573,0.7450061830723096,0.30263011319328736,0.009698926028719681,0.30263011319328736,0.8592403665765282,0.5901393222683047,0.30263011319328736,0.7246898444224165,1.027319957615704,3.5,65653,643,0.8693495234381016,0.8770511471758531,0.3167460248545495,0.4532279321223516,0.33369065379484575,0.9232426720187679,82.79579622036853,34.83460119303135,215.9642424242424,52.496832579185515,652.9151515151516,79.995173453997,30.363238703594803,0.051686782132648657,0.4100432404149903,32,0.46195417642593384,0.39745399355888367,0.5126219391822815,0.10351119935512543,4.607719302369654,4096,0.008679840713739395,0.7933536767959595,0.19050620017570852,30.363238703594803,0.051686782132648657,0.4100432404149903,32,9.849472999572754,0.5050106048583984,0.531133770942688,0.5424686074256897,0.5661579966545105,0.6337082386016846,0.6819069981575012,0,2,2,0.09865550182404786,0.07199844220801659,0.2328990510422614,0.0842026280825044,0.09228910717433314,5000,
outputs/rank_v1/E_w10/fold0_seed2,E_w10,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,10.0,0.5,1.0,,outputs/rank_v1/E_w10/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8477543502493278,0.9077034448049727,0.642069344115238,1.6574867154945245,0.6126247419583865,0.6351250617083155,0.9309794177214259,0.499999988248474,0.8703352205837289,0.879070436482072,0.31586128107951034,0.7239266817401713,0.5636833272670037,0.7514581044274925,0.29306618806858276,0.009698926028719681,0.29306618806858276,0.8590447854165284,0.588154034612695,0.29306618806858276,0.7235994100146117,1.0166655980831945,3.5,65653,643,0.8698427235725292,0.8771990811753673,0.3094083726174492,0.46702016464816926,0.34973170610570475,0.9747303312501232,71.86050237994252,34.36806635562468,170.76242424242423,53.99674208144796,602.6909090909091,79.995173453997,30.729441659618924,0.04801375873957991,0.5032878620268838,32,0.5138375759124756,0.42056167125701904,0.5057415962219238,0.12002229690551758,4.582128038865328,4096,0.0053621698170900345,0.7867635488510132,0.18568596164593687,30.729441659618924,0.04801375873957991,0.5032878620268838,32,9.699405670166016,0.5183889269828796,0.5319280028343201,0.546151340007782,0.5589648485183716,0.5948349833488464,0.6122046113014221,0,0,0,0.1547633846663047,0.07368966986070148,0.22553704863957824,0.14179709403229462,0.09817565972529216,5000,
outputs/rank_v1/F_w3_g1/fold0_seed0,F_w3_g1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,0,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,1.0,1.0,,outputs/rank_v1/F_w3_g1/fold0_seed0,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.849981999179287,0.9096073390960311,0.6297577434931104,1.6574867154945245,0.6200526148378709,0.6483506863389554,0.9306835795072396,0.499999988248474,0.8695992082169997,0.8784569294861215,0.32026660658727263,0.7239266817401713,0.5575980072769008,0.7461504957565228,0.28585962037181595,0.009698926028719681,0.28585962037181595,0.8597906036981433,0.5888253110573858,0.28585962037181595,0.7243079573777645,1.0101675777495804,3.5,65653,643,0.8689610542482638,0.8764921757887291,0.31414438521209503,0.45128244406433954,0.34829053015485084,0.9453711166098804,68.73613271124935,33.279485068342446,180.8072727272727,52.496832579185515,552.4666666666667,74.99547511312218,31.024758674391784,0.04291649814808325,0.936186745270115,32,0.49297475814819336,0.40680432319641113,0.513787031173706,0.11809440702199936,4.731582486412674,4096,0.05578257143497467,0.7931071519851685,0.18965128273532153,31.024758674391784,0.04291649814808325,0.936186745270115,32,34.826236724853516,0.951636791229248,1.0242984294891357,1.044633388519287,1.0640150308609009,1.1223012208938599,1.1761671304702759,0,0,5,0.09903398826281992,0.07257073283769498,0.1413549142644224,0.08967619877216133,0.09448081758535229,5000,
outputs/rank_v1/F_w3_g1/fold0_seed1,F_w3_g1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,1,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,1.0,1.0,,outputs/rank_v1/F_w3_g1/fold0_seed1,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8488880434173334,0.9098446770463461,0.6183483112296346,1.6574867154945245,0.6269361887192288,0.6586028532752364,0.9249990380148218,0.499999988248474,0.8700048899768723,0.8791306009790942,0.32454114257496347,0.7239266817401713,0.5516933540910067,0.7423144860012418,0.2842937219761422,0.009698926028719681,0.2842937219761422,0.8594464666971029,0.5893147714051178,0.2842937219761422,0.7243806190511104,1.0086743410272527,3.5,65653,643,0.8692775555470688,0.8771955159770694,0.31872917475546064,0.4471002040126134,0.3402630300213646,0.9179674617877372,81.23361138602196,34.212554743155785,200.89696969696968,53.49677224736048,552.4666666666667,79.995173453997,31.04633318164437,0.04351172477239664,0.8809141320229414,32,0.49987098574638367,0.3947765529155731,0.5134469270706177,0.10462204366922379,4.713971032222361,4096,0.05730709433555603,0.7978639006614685,0.19251717043064073,31.04633318164437,0.04351172477239664,0.8809141320229414,32,34.923095703125,0.9261130094528198,1.0182039737701416,1.047739028930664,1.0850456953048706,1.1155657768249512,1.1911680698394775,0,0,6,0.08639811971180775,0.07209678620623207,0.12644278684490065,0.07790729273103872,0.09040084591054685,5000,
outputs/rank_v1/F_w3_g1/fold0_seed2,F_w3_g1,v1-binary3.5-c917327f,3ef97e78a85d445f24cd26732273488fb32e239c183f8d88ddc83de19026a091,b4eb8c7815e2aeedc43f8ce10f4ae218b2859290901c0f17d6dad10eec954c8f,66296,20,data/features/minimol_v1,data/splits/cluster_kfold_v1,data/ampc_subset_331k.csv,0,2,5,15,2,1024,32,0,256,0,256,layer,0.0,0.001,0.001,0.0001,cosine,1e-08,0.01,,1200,16,balanced,zscore,0.4418,7.486,0.7911,1.0513,3.0,1.0,1.0,,outputs/rank_v1/F_w3_g1/fold0_seed2,outputs,,finetune_minimol,ethan_personal,,,True,True,False,20,66296,643,0.8486630676816415,0.9051704603648797,0.6353907232588555,1.6574867154945245,0.6166541081028927,0.6423636961608776,0.9254421249798008,0.499999988248474,0.869900591770422,0.8786354952383908,0.31886566578472775,0.7239266817401713,0.5595332043595354,0.7483390365102003,0.29520648975752883,0.009698926028719681,0.29520648975752883,0.8592818297260317,0.588093656231214,0.29520648975752883,0.7236877429786228,1.0188942327361517,3.5,65653,643,0.869329901259804,0.8767918506706679,0.31260430239958814,0.45927274747695646,0.3568473078268772,0.9581771592910554,85.92016588906169,34.52357796809356,215.9642424242424,53.49677224736048,552.4666666666667,79.995173453997,30.95678930877836,0.04402223098239937,0.7899544165601247,32,0.5304357409477234,0.41195452213287354,0.5114088654518127,0.11967373639345169,4.744521536534279,4096,0.058379948139190674,0.78887540102005,0.18801622119564895,30.95678930877836,0.04402223098239937,0.7899544165601247,32,35.03139114379883,0.9323880076408386,1.0298606157302856,1.0405406951904297,1.066887378692627,1.1352146863937378,1.2168174982070923,0,0,4,0.12538478685454446,0.07130895675653558,0.13751708003190827,0.11668718613436088,0.09704499226328368,5000,
