timestamp, index, clocks.current.sm [MHz], clocks.max.sm [MHz], temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], utilization.memory [%], clocks_event_reasons.active
2026/08/11 16:15:39.148, 1, 1605, 2100, 87, 276.28, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:15:39.150, 2, 1785, 2100, 83, 285.32, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:15:44.152, 0, 1575, 2100, 88, 262.80, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:15:44.153, 1, 1620, 2100, 87, 273.84, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:44.157, 2, 1755, 2100, 83, 286.66, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:15:49.160, 0, 1590, 2100, 88, 263.65, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:49.165, 1, 1635, 2100, 87, 274.37, 300.00, 90, 60, 0x0000000000000020
2026/08/11 16:15:49.167, 2, 1770, 2100, 83, 285.76, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:15:54.169, 0, 1560, 2100, 88, 263.20, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:15:54.170, 1, 1605, 2100, 87, 273.57, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:15:54.173, 2, 1710, 2100, 84, 284.90, 300.00, 90, 62, 0x0000000000000004
2026/08/11 16:15:59.177, 0, 1575, 2100, 88, 262.98, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:15:59.181, 1, 1620, 2100, 87, 272.67, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:15:59.183, 2, 1755, 2100, 84, 284.72, 300.00, 93, 64, 0x0000000000000004
2026/08/11 16:16:04.184, 0, 1560, 2100, 88, 264.15, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:16:04.186, 1, 1590, 2100, 88, 277.00, 300.00, 91, 61, 0x0000000000000020
2026/08/11 16:16:04.188, 2, 1770, 2100, 84, 286.72, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:16:09.192, 0, 1590, 2100, 88, 261.39, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:16:09.194, 1, 1590, 2100, 87, 277.85, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:16:09.195, 2, 1770, 2100, 84, 284.48, 300.00, 89, 61, 0x0000000000000004
2026/08/11 16:16:14.197, 0, 1545, 2100, 88, 262.95, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:16:14.198, 1, 1605, 2100, 88, 273.57, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:16:14.200, 2, 1770, 2100, 84, 285.32, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:16:19.202, 0, 1560, 2100, 88, 260.46, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:16:19.203, 1, 1620, 2100, 87, 272.94, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:16:19.206, 2, 1860, 2100, 83, 270.77, 300.00, 49, 32, 0x0000000000000004
2026/08/11 16:16:24.208, 0, 1575, 2100, 88, 250.72, 300.00, 88, 55, 0x0000000000000020
2026/08/11 16:16:24.210, 1, 1620, 2100, 87, 263.53, 300.00, 88, 55, 0x0000000000000020
2026/08/11 16:16:24.212, 2, 1800, 2100, 84, 289.72, 300.00, 87, 57, 0x0000000000000020
2026/08/11 16:16:29.214, 0, 1605, 2100, 86, 247.86, 300.00, 72, 44, 0x0000000000000020
2026/08/11 16:16:29.215, 1, 1800, 2100, 85, 228.95, 300.00, 0, 0, 0x0000000000000020
2026/08/11 16:16:29.224, 2, 525, 2100, 76, 93.78, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:16:34.247, 0, 345, 2100, 82, 73.23, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:16:34.270, 1, 330, 2100, 80, 72.14, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:16:34.297, 2, 1800, 2100, 73, 39.88, 300.00, 0, 0, 0x0000000000000000
2026/08/11 16:16:39.322, 0, 1800, 2100, 80, 114.00, 300.00, 0, 0, 0x0000000000000000
2026/08/11 16:16:39.347, 1, 1800, 2100, 79, 116.76, 300.00, 0, 0, 0x0000000000000000
2026/08/11 16:16:39.368, 2, 1860, 2100, 79, 286.38, 300.00, 82, 55, 0x0000000000000004
2026/08/11 16:16:44.369, 0, 1800, 2100, 85, 288.04, 300.00, 85, 56, 0x0000000000000020
2026/08/11 16:16:44.371, 1, 1800, 2100, 83, 288.14, 300.00, 84, 55, 0x0000000000000004
2026/08/11 16:16:44.373, 2, 1860, 2100, 79, 289.44, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:16:49.376, 0, 1770, 2100, 86, 287.34, 300.00, 83, 54, 0x0000000000000020
2026/08/11 16:16:49.378, 1, 1800, 2100, 84, 287.81, 300.00, 83, 55, 0x0000000000000020
2026/08/11 16:16:49.379, 2, 1860, 2100, 80, 289.00, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:16:54.381, 0, 1725, 2100, 86, 277.37, 300.00, 85, 55, 0x0000000000000020
2026/08/11 16:16:54.385, 1, 1800, 2100, 85, 290.92, 300.00, 84, 55, 0x0000000000000020
2026/08/11 16:16:54.387, 2, 1830, 2100, 81, 286.70, 300.00, 82, 54, 0x0000000000000004
2026/08/11 16:16:59.388, 0, 1800, 2100, 87, 278.93, 300.00, 81, 53, 0x0000000000000024
2026/08/11 16:16:59.390, 1, 1755, 2100, 86, 284.62, 300.00, 84, 55, 0x0000000000000024
2026/08/11 16:16:59.392, 2, 1845, 2100, 81, 287.61, 300.00, 81, 54, 0x0000000000000004
2026/08/11 16:17:04.397, 0, 1665, 2100, 87, 264.69, 300.00, 84, 54, 0x0000000000000020
2026/08/11 16:17:04.402, 1, 1710, 2100, 86, 278.72, 300.00, 83, 55, 0x0000000000000020
2026/08/11 16:17:04.404, 2, 1800, 2100, 82, 290.99, 300.00, 87, 58, 0x0000000000000004
2026/08/11 16:17:09.405, 0, 1650, 2100, 87, 267.21, 300.00, 88, 57, 0x0000000000000020
2026/08/11 16:17:09.407, 1, 1680, 2100, 87, 278.12, 300.00, 87, 55, 0x0000000000000020
2026/08/11 16:17:09.411, 2, 1785, 2100, 82, 262.69, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:17:14.414, 0, 1665, 2100, 87, 257.96, 300.00, 84, 54, 0x0000000000000020
2026/08/11 16:17:14.419, 1, 1680, 2100, 87, 260.94, 300.00, 82, 53, 0x0000000000000020
2026/08/11 16:17:14.420, 2, 1830, 2100, 83, 288.14, 300.00, 85, 57, 0x0000000000000004
