timestamp, index, clocks.current.sm [MHz], clocks.max.sm [MHz], temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], utilization.memory [%], clocks_event_reasons.active
2026/08/11 16:13:53.907, 0, 1845, 2100, 78, 279.98, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:13:53.909, 1, 1800, 2100, 75, 269.06, 300.00, 84, 55, 0x0000000000000000
2026/08/11 16:13:53.931, 2, 1905, 2100, 65, 269.46, 300.00, 81, 55, 0x0000000000000004
2026/08/11 16:13:58.933, 0, 1785, 2100, 79, 284.96, 300.00, 82, 54, 0x0000000000000004
2026/08/11 16:13:58.935, 1, 1800, 2100, 77, 276.63, 300.00, 84, 55, 0x0000000000000000
2026/08/11 16:13:58.958, 2, 1890, 2100, 67, 280.79, 300.00, 83, 56, 0x0000000000000004
2026/08/11 16:14:03.960, 0, 1845, 2100, 81, 285.66, 300.00, 83, 54, 0x0000000000000004
2026/08/11 16:14:03.961, 1, 1800, 2100, 79, 276.90, 300.00, 82, 54, 0x0000000000000000
2026/08/11 16:14:03.987, 2, 1860, 2100, 70, 284.05, 300.00, 84, 57, 0x0000000000000004
2026/08/11 16:14:08.991, 0, 1770, 2100, 82, 285.64, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:14:08.997, 1, 1785, 2100, 81, 280.73, 300.00, 82, 54, 0x0000000000000000
2026/08/11 16:14:09.026, 2, 1860, 2100, 71, 279.88, 300.00, 82, 55, 0x0000000000000004
2026/08/11 16:14:14.030, 0, 1800, 2100, 84, 287.99, 300.00, 87, 56, 0x0000000000000004
2026/08/11 16:14:14.033, 1, 1770, 2100, 82, 291.57, 300.00, 87, 57, 0x0000000000000004
2026/08/11 16:14:14.035, 2, 1860, 2100, 73, 286.66, 300.00, 86, 58, 0x0000000000000004
2026/08/11 16:14:19.036, 0, 1725, 2100, 84, 281.17, 300.00, 92, 62, 0x0000000000000004
2026/08/11 16:14:19.038, 1, 1755, 2100, 83, 268.12, 300.00, 92, 62, 0x0000000000000004
2026/08/11 16:14:19.040, 2, 1800, 2100, 74, 282.25, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:14:24.043, 0, 1710, 2100, 85, 288.70, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:14:24.045, 1, 1725, 2100, 84, 292.92, 300.00, 92, 62, 0x0000000000000004
2026/08/11 16:14:24.047, 2, 1815, 2100, 76, 282.54, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:14:29.049, 0, 1725, 2100, 86, 287.63, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:14:29.050, 1, 1725, 2100, 85, 292.51, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:14:29.052, 2, 1800, 2100, 77, 283.93, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:14:34.054, 0, 1680, 2100, 87, 285.84, 300.00, 92, 62, 0x0000000000000020
2026/08/11 16:14:34.055, 1, 1635, 2100, 85, 292.25, 300.00, 93, 63, 0x0000000000000004
2026/08/11 16:14:34.062, 2, 1785, 2100, 78, 280.11, 300.00, 86, 60, 0x0000000000000004
2026/08/11 16:14:39.064, 0, 1650, 2100, 87, 277.70, 300.00, 92, 62, 0x0000000000000020
2026/08/11 16:14:39.067, 1, 1680, 2100, 86, 291.54, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:14:39.068, 2, 1800, 2100, 78, 281.60, 300.00, 89, 62, 0x0000000000000004
2026/08/11 16:14:44.070, 0, 1650, 2100, 87, 275.62, 300.00, 90, 60, 0x0000000000000024
2026/08/11 16:14:44.072, 1, 1710, 2100, 87, 288.01, 300.00, 89, 60, 0x0000000000000004
2026/08/11 16:14:44.077, 2, 1725, 2100, 79, 283.56, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:14:49.079, 0, 1620, 2100, 87, 274.65, 300.00, 94, 62, 0x0000000000000020
2026/08/11 16:14:49.084, 1, 1650, 2100, 87, 285.09, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:14:49.085, 2, 1770, 2100, 80, 285.35, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:14:54.087, 0, 1605, 2100, 87, 275.83, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:14:54.089, 1, 1635, 2100, 87, 281.04, 300.00, 92, 61, 0x0000000000000004
2026/08/11 16:14:54.093, 2, 1725, 2100, 81, 284.75, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:14:59.096, 0, 1590, 2100, 88, 274.57, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:14:59.100, 1, 1665, 2100, 87, 281.74, 300.00, 89, 60, 0x0000000000000020
2026/08/11 16:14:59.101, 2, 1785, 2100, 81, 286.69, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:15:04.103, 0, 1635, 2100, 88, 272.22, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:04.104, 1, 1680, 2100, 87, 278.59, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:04.107, 2, 1770, 2100, 81, 286.69, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:15:09.109, 0, 1635, 2100, 88, 271.13, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:15:09.111, 1, 1620, 2100, 87, 283.54, 300.00, 90, 60, 0x0000000000000020
2026/08/11 16:15:09.113, 2, 1770, 2100, 81, 286.06, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:15:14.115, 0, 1605, 2100, 88, 275.10, 300.00, 92, 62, 0x0000000000000020
2026/08/11 16:15:14.116, 1, 1635, 2100, 87, 278.53, 300.00, 91, 61, 0x0000000000000020
2026/08/11 16:15:14.118, 2, 1785, 2100, 82, 286.66, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:15:19.120, 0, 1620, 2100, 87, 261.54, 300.00, 87, 55, 0x0000000000000020
2026/08/11 16:15:19.121, 1, 1650, 2100, 87, 270.66, 300.00, 88, 57, 0x0000000000000020
2026/08/11 16:15:19.125, 2, 1830, 2100, 82, 288.83, 300.00, 85, 56, 0x0000000000000004
2026/08/11 16:15:24.127, 0, 1590, 2100, 88, 259.36, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:24.129, 1, 1635, 2100, 87, 265.27, 300.00, 91, 61, 0x0000000000000004
2026/08/11 16:15:24.131, 2, 1785, 2100, 82, 284.40, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:15:29.133, 0, 1590, 2100, 88, 266.32, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:29.134, 1, 1605, 2100, 87, 279.39, 300.00, 91, 61, 0x0000000000000020
2026/08/11 16:15:29.137, 2, 1770, 2100, 83, 284.14, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:15:34.139, 0, 1560, 2100, 88, 266.07, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:15:34.141, 1, 1620, 2100, 87, 278.58, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:15:34.142, 2, 1755, 2100, 83, 285.61, 300.00, 89, 61, 0x0000000000000004
2026/08/11 16:15:39.144, 0, 1620, 2100, 88, 266.44, 300.00, 92, 60, 0x0000000000000020
