cell,seed,direction,run,w_vic,scaling,calib_rho,novelty_rho,predext_rho,embnn_rho,coverage95,mean_std,gp_spearman,kernel
A_base,0,0,outputs/rank_v1/A_base/fold0_seed0,0.0,raw,-0.013070743626829744,0.19700021462448994,0.30676271442187086,0.7158101911924075,0.9448,0.42187806119862215,0.8781540080315712,"3.87**2 * Matern(length_scale=14.5, nu=2.5) + WhiteKernel(noise_level=0.222)"
A_base,0,1,outputs/rank_v1/A_base/fold0_seed0,0.0,raw,-0.01879774519990981,0.16376220390701882,0.37460688586427543,0.7306355873694234,0.939,0.4118868428267849,0.8792878543453341,"2.5**2 * Matern(length_scale=10.7, nu=2.5) + WhiteKernel(noise_level=0.228)"
A_base,1,0,outputs/rank_v1/A_base/fold0_seed1,0.0,raw,0.028641907769676303,0.09003356913479202,0.19370379717680078,0.5910715672588627,0.9472,0.42566433469243475,0.8792256427020959,"2.95**2 * Matern(length_scale=12.1, nu=2.5) + WhiteKernel(noise_level=0.227)"
A_base,1,1,outputs/rank_v1/A_base/fold0_seed1,0.0,raw,0.024752350110094003,0.02588072126354444,0.2561264620653525,0.684029951713198,0.939,0.40880168136930506,0.879583047379627,"2.41**2 * Matern(length_scale=4.55, nu=2.5) + WhiteKernel(noise_level=0.225)"
A_base,2,0,outputs/rank_v1/A_base/fold0_seed2,0.0,raw,0.03901854127274165,0.07027999961204578,0.07787443506884638,0.5789217825808712,0.9442,0.42405662833663765,0.8763768037366728,"2.77**2 * Matern(length_scale=12.9, nu=2.5) + WhiteKernel(noise_level=0.225)"
A_base,2,1,outputs/rank_v1/A_base/fold0_seed2,0.0,raw,0.036757783326311334,-0.004726127484542136,0.2094243372779997,0.5971043803001751,0.9392,0.4125405865998495,0.8797848251045362,"6.22**2 * Matern(length_scale=15.6, nu=2.5) + WhiteKernel(noise_level=0.229)"
D_w3,0,0,outputs/rank_v1/D_w3/fold0_seed0,3.0,raw,0.1300306204972248,0.06825609063669603,-0.09495018615228625,0.3468345885613835,0.9464,0.43202282567050787,0.8730267761531099,"2.63**2 * Matern(length_scale=16.9, nu=2.5) + WhiteKernel(noise_level=0.222)"
D_w3,0,1,outputs/rank_v1/D_w3/fold0_seed0,3.0,raw,0.1106032802001312,0.02605331409863362,0.021655345922733566,0.3636472606578904,0.9416,0.4150502669423452,0.8768825500007214,"2.5**2 * Matern(length_scale=15, nu=2.5) + WhiteKernel(noise_level=0.219)"
D_w3,1,0,outputs/rank_v1/D_w3/fold0_seed1,3.0,raw,0.1358148798325952,-0.04258742359522209,-0.20596436039246066,0.2675083453883338,0.9446,0.4256521657104615,0.8750041960136257,"2.24**2 * Matern(length_scale=14.9, nu=2.5) + WhiteKernel(noise_level=0.219)"
D_w3,1,1,outputs/rank_v1/D_w3/fold0_seed1,3.0,raw,0.12333578893343153,-0.10076734490817155,-0.08618182333940966,0.2721548471421939,0.9384,0.4116864518559131,0.8795617421445745,"2.53**2 * Matern(length_scale=15.9, nu=2.5) + WhiteKernel(noise_level=0.22)"
D_w3,2,0,outputs/rank_v1/D_w3/fold0_seed2,3.0,raw,0.09080307771212309,-0.021186022785925775,-0.13163986794075408,0.12590541767621669,0.9424,0.4235684130981186,0.8728381419812057,"5.39**2 * Matern(length_scale=35.6, nu=2.5) + WhiteKernel(noise_level=0.219)"
D_w3,2,1,outputs/rank_v1/D_w3/fold0_seed2,3.0,raw,0.12263063146522524,-0.0561183034733404,-0.03745348234703817,0.31713632410945297,0.9418,0.41686338755872204,0.8763782526164697,"2.04**2 * Matern(length_scale=12.2, nu=2.5) + WhiteKernel(noise_level=0.218)"
A_base,3,0,outputs/rank_v2/A_base/fold0_seed3,0.0,raw,-0.03596066841442673,0.18913120548159576,0.31609737973106783,0.7242568686502745,0.9416,0.41814138820427144,0.877170880334139,"2.93**2 * Matern(length_scale=13.8, nu=2.5) + WhiteKernel(noise_level=0.218)"
A_base,3,1,outputs/rank_v2/A_base/fold0_seed3,0.0,raw,-0.03464599837783993,0.16350451931220383,0.41356611445657016,0.7573377565015101,0.9386,0.41031071425726107,0.8800795601227633,"2.31**2 * Matern(length_scale=7.54, nu=2.5) + WhiteKernel(noise_level=0.226)"
A_base,4,0,outputs/rank_v2/A_base/fold0_seed4,0.0,raw,-0.012475400851016031,0.08964681483664838,0.17910587406453352,0.6676835425153416,0.9444,0.42299614008582537,0.8777703520388176,"2.77**2 * Matern(length_scale=14, nu=2.5) + WhiteKernel(noise_level=0.223)"
A_base,4,1,outputs/rank_v2/A_base/fold0_seed4,0.0,raw,0.006986569143462765,0.062940696750017,0.2977027134761085,0.7177906965196279,0.9386,0.4094950029474725,0.8795644493449625,"2.7**2 * Matern(length_scale=8.75, nu=2.5) + WhiteKernel(noise_level=0.224)"
D_w3,3,0,outputs/rank_v2/D_w3/fold0_seed3,3.0,raw,0.11256508875860353,-0.02068047152835611,-0.12646925282484062,0.3541055899722236,0.9404,0.4211403956277406,0.8730539268771262,"2.45**2 * Matern(length_scale=15.4, nu=2.5) + WhiteKernel(noise_level=0.209)"
D_w3,3,1,outputs/rank_v2/D_w3/fold0_seed3,3.0,raw,0.103099850107994,-0.02876422644015616,-0.05591405532724608,0.3586972195638888,0.942,0.41494646694726517,0.8777539571495696,"2.48**2 * Matern(length_scale=15.1, nu=2.5) + WhiteKernel(noise_level=0.218)"
D_w3,4,0,outputs/rank_v2/D_w3/fold0_seed4,3.0,raw,0.12210576690023066,-0.02801659625885516,-0.12727070511293717,0.364286927019477,0.9432,0.4256800922580296,0.8732192641495844,"2.26**2 * Matern(length_scale=14.5, nu=2.5) + WhiteKernel(noise_level=0.213)"
D_w3,4,1,outputs/rank_v2/D_w3/fold0_seed4,3.0,raw,0.12111819191672767,-0.05937556122038945,-0.0504634102105364,0.4041535593981423,0.938,0.4129309999587242,0.8757408654211499,"2.09**2 * Matern(length_scale=12.2, nu=2.5) + WhiteKernel(noise_level=0.212)"
