sweep_id,config,bootstrap,embedding,embedding_label,n_rows,input_dim,pprop_edge,n_positive,positive_rate,n_components,pca_explained_variance,pearson,spearman,r2,average_precision,auc,pearson_oob,spearman_oob,r2_oob,average_precision_oob,auc_oob
lyc0lh2d,cfg1,boot02,vn12,VN 12,66296,336,3.5,643,0.009698926028719681,32,0.7723572254180908,0.979561349104469,0.9817603166695983,0.9352819847019762,0.9999999999999999,1.0,0.7321279635278867,0.7468978440044991,0.528969200091921,0.08027471432794794,0.7398413246665945
lyc0lh2d,cfg1,boot02,vn15,VN 15,66296,336,3.5,643,0.009698926028719681,32,0.7702634334564209,0.9794104995494358,0.9813304315043985,0.9375638155375867,1.0,1.0,0.7421848383069802,0.756007489096799,0.5454092636881762,0.08342337218936766,0.7300861622746805
lyc0lh2d,cfg1,boot02,pooled512,Pooled embedding,66296,512,3.5,643,0.009698926028719681,32,0.6383456587791443,0.984451538112646,0.9886499788121428,0.9651412405072933,0.9999999999999999,0.9999999999999999,0.8644851690462193,0.8656977906954443,0.7472438643153088,0.2766878675324628,0.8352399873040024
lyc0lh2d,cfg1,boot03,vn03,VN 3,66296,336,3.5,643,0.009698926028719681,32,0.7760090827941895,0.9775989642942604,0.9796641839793053,0.9271881505806461,1.0,1.0,0.6882960350264533,0.701299686937311,0.46966447589786764,0.045326595002706235,0.6873228038862791
lyc0lh2d,cfg1,boot03,vn06,VN 6,66296,336,3.5,643,0.009698926028719681,32,0.7702003717422485,0.9778591982409841,0.9799598073242959,0.9300094511579792,0.9999999999999999,1.0,0.7032458546214408,0.7165685508053806,0.4904804766357148,0.06455175619762293,0.7111350360615745
lyc0lh2d,cfg1,boot03,vn09,VN 9,66296,336,3.5,643,0.009698926028719681,32,0.7750667333602905,0.9785468147029355,0.9807986305645243,0.9318458251917622,0.9999999999999999,1.0,0.7134165294025774,0.7279841496014623,0.503691326729534,0.05719644160162593,0.7072403073807224
lyc0lh2d,cfg1,boot03,vn12,VN 12,66296,336,3.5,643,0.009698926028719681,32,0.7733854651451111,0.978206431499872,0.9806189526909018,0.9355849301951591,0.9999999999999998,1.0,0.7309341917725273,0.7433555445309099,0.5311675223173028,0.060482070023087614,0.7101133939054995
lyc0lh2d,cfg1,boot03,vn15,VN 15,66296,336,3.5,643,0.009698926028719681,32,0.7685872912406921,0.9783931116022918,0.9807883246190113,0.9369770194704877,1.0,1.0,0.737243664607974,0.7489821110785622,0.540571897066919,0.052705635632215524,0.6939442133660978
lyc0lh2d,cfg1,boot03,pooled512,Pooled embedding,66296,512,3.5,643,0.009698926028719681,32,0.6392517685890198,0.984358659942384,0.9886392694696522,0.9647379028854616,0.9999999999999999,1.0,0.8625874604000104,0.863885387460194,0.743982114027868,0.2703641997653461,0.8447612866544044
lyc0lh2d,cfg1,boot04,vn03,VN 3,66296,336,3.5,643,0.009698926028719681,32,0.7706490159034729,0.9778539614590913,0.9802295897831558,0.9254488850452194,0.9999999999999999,1.0,0.680259927814548,0.694018957356992,0.45763374975171345,0.03992209358944397,0.6759814590490714
lyc0lh2d,cfg1,boot04,vn06,VN 6,66296,336,3.5,643,0.009698926028719681,32,0.7646682262420654,0.978174192422861,0.9807605164464902,0.928086432331596,0.9999999999999999,1.0000000000000002,0.6943346123859346,0.707740255975251,0.4767019150730727,0.05709955977426702,0.6889170640522269
lyc0lh2d,cfg1,boot04,vn09,VN 9,66296,336,3.5,643,0.009698926028719681,32,0.7718416452407837,0.9781171324004256,0.9806677319916686,0.9302222957065492,0.9999999999999998,1.0,0.7048235122110548,0.7184328464809825,0.4921075649841289,0.06971132027687427,0.6918754285663119
lyc0lh2d,cfg1,boot04,vn12,VN 12,66296,336,3.5,643,0.009698926028719681,32,0.7695286273956299,0.9777968572765448,0.9805026583642915,0.9342729016675853,1.0,1.0,0.7241560024950031,0.735867549086375,0.5216768553824038,0.05501528471544782,0.697764039546341
lyc0lh2d,cfg1,boot04,vn15,VN 15,66296,336,3.5,643,0.009698926028719681,32,0.7669187784194946,0.9781730964041312,0.9808358312416503,0.9359054453167094,1.0,1.0,0.73263926981976,0.7454680520149104,0.5337930967383873,0.05155989616392108,0.7054070438055737
lyc0lh2d,cfg1,boot04,pooled512,Pooled embedding,66296,512,3.5,643,0.009698926028719681,32,0.6208131313323975,0.984368738597115,0.9884980106116134,0.9649538601185291,1.0,1.0,0.8634835940785552,0.8655811295177194,0.745508585524794,0.257408575763161,0.8190971363437995
lyc0lh2d,cfg1,boot05,vn03,VN 3,66296,336,3.5,643,0.009698926028719681,32,0.7676739692687988,0.977881262835455,0.9799629350121487,0.9267293950915589,0.9999999999999999,1.0,0.6869609062711866,0.7014242790627541,0.4669401008386589,0.04215712594006042,0.6745963431519015
lyc0lh2d,cfg1,boot05,vn06,VN 6,66296,336,3.5,643,0.009698926028719681,32,0.7581301927566528,0.9780257075358335,0.9803830865053815,0.9279211276789069,0.9999999999999999,1.0,0.693310937461779,0.7067596232659049,0.475585549992243,0.05262116828874907,0.6789177223509274
lyc0lh2d,cfg1,boot05,vn09,VN 9,66296,336,3.5,643,0.009698926028719681,32,0.7663874626159668,0.9781189907490174,0.980289683175591,0.9309689056489805,1.0,1.0,0.7088299816399438,0.7225053933073409,0.4979393724623876,0.054502489972094226,0.6890130728551893
