sweep_id,config,bootstrap,embedding,embedding_label,fold,input_dim,n_rows,tanimoto_spearman,pred_tanimoto_spearman,scalarness,tanimoto_partial,knn20_jaccard,n_readout,emb_effective_rank,emb_top1_share,emb_min_std,emb_dim
lyc0lh2d,cfg1,boot09,vn15,VN 15,0,336,66296,0.451279494029377,0.07318256874021237,0.16460407959324802,0.4453074632018504,0.11882317387062266,5000,60.122818860616576,0.1226772087365417,0.2810870570678417,336
lyc0lh2d,cfg1,boot09,pooled512,Pooled embedding,0,512,66296,0.19878644687641456,0.07318256874021237,0.44183763513330676,0.18554515077367598,0.14652697667010392,5000,90.76876394292572,0.1736089027170263,0.08922269868622644,512
lyc0lh2d,cfg1,boot09,z,Head export (z),0,1024,66296,0.16332080148999217,0.07318256874021237,0.8656240143096009,0.19966705427458292,0.11716500416516196,5000,24.79180762277699,0.40729964369893923,0.0011875758669650362,1024
lyc0lh2d,cfg2,boot00,vn03,VN 3,0,336,66296,0.4237898371459383,0.07130875721690323,0.09305574754480174,0.418972109303469,0.10386474978537615,5000,61.025834010057416,0.08928779217337436,0.07139840166743965,336
lyc0lh2d,cfg2,boot00,vn06,VN 6,0,336,66296,0.4484799280903653,0.07130875721690323,0.13324007819780964,0.4429279819878964,0.11874946153521787,5000,65.24973531220873,0.09686008379492542,0.16909489990375876,336
lyc0lh2d,cfg2,boot00,vn09,VN 9,0,336,66296,0.46251617762011416,0.07130875721690323,0.15187004861799702,0.45698735186880846,0.1211565582795528,5000,62.81063539502035,0.10483695135536389,0.18850974257274747,336
lyc0lh2d,cfg2,boot00,vn12,VN 12,0,336,66296,0.46297319947741644,0.07130875721690323,0.16953160974468787,0.45750663387866825,0.12169574560568436,5000,61.73956313972634,0.11793265688604405,0.1999360784398665,336
lyc0lh2d,cfg2,boot00,vn15,VN 15,0,336,66296,0.46010581479074664,0.07130875721690323,0.17875829751719263,0.4546823430212252,0.1223540286063107,5000,62.4962040084263,0.12469436730106817,0.21481072148876468,336
lyc0lh2d,cfg2,boot00,pooled512,Pooled embedding,0,512,66296,0.18635073089256227,0.07130875721690323,0.4172656692905636,0.1723137065985846,0.1550587366744259,5000,109.98627521284975,0.1693996095464285,0.11616802116194504,512
lyc0lh2d,cfg2,boot00,z,Head export (z),0,1024,66296,0.16997955272053192,0.07130875721690323,0.840660185026991,0.2031769623257184,0.12474379980910202,5000,35.61053038709246,0.3719917658624968,0.0003501212901052406,1024
lyc0lh2d,cfg2,boot01,vn03,VN 3,0,336,66296,0.4470205976933347,0.07014690180229567,0.0866172506599209,0.4426081362762399,0.10598090097319382,5000,64.58889726951816,0.0815550672900058,0.11262960885507581,336
